TIMESTAMP,TIMER,JOINTTYPE,xPOSITION,yPOSITION,zPOSITION
16:11:25:0515, 00:00:02.1453310, ShoulderRight,0.3028098,0.0878033,2.844924
16:11:25:0525, 00:00:02.1463648, ElbowRight,0.3864174,-0.1075589,2.785771
16:11:25:0535, 00:00:02.1473001, WristRight,0.4000212,-0.2258673,2.611268
16:11:25:0545, 00:00:02.1483082, HandRight,0.3818782,-0.2613471,2.45002
16:11:25:0555, 00:00:02.1493164, HipLeft,0.03113851,-0.28668,2.724469
16:11:25:0565, 00:00:02.1503951, KneeLeft,-0.001169146,-0.6893516,2.650859
16:11:25:0575, 00:00:02.1513746, AnkleLeft,-0.01676726,-0.9825402,2.578364
16:11:25:0585, 00:00:02.1523589, FootLeft,-0.02076528,-1.008945,2.479247
16:11:25:0595, 00:00:02.1535963, HipRight,0.1878468,-0.2893351,2.72712
16:11:25:0606, 00:00:02.1550186, KneeRight,0.1820517,-0.7147732,2.709293
16:11:25:0626, 00:00:02.1561261, AnkleRight,0.1704007,-1.037227,2.713267
16:11:25:0636, 00:00:02.1585947, FootRight,0.1662783,-1.09025,2.625466
16:11:25:0686, 00:00:02.1629527, HipCenter,0.1149072,-0.2146161,2.75136
16:11:25:0706, 00:00:02.1640802, Spine,0.1181002,-0.1604962,2.819324
16:11:25:0716, 00:00:02.1652579, ShoulderCenter,0.1340099,0.209968,2.880201
16:11:25:0726, 00:00:02.1663880, Head,0.1313977,0.4059641,2.920751
16:11:25:0736, 00:00:02.1673482, ShoulderLeft,-0.0391903,0.07699581,2.848356
16:11:25:0746, 00:00:02.1683570, ElbowLeft,-0.1217474,-0.156336,2.820993
16:11:25:0756, 00:00:02.1693871, WristLeft,-0.1608296,-0.3222026,2.633619
16:11:25:0766, 00:00:02.1704738, HandLeft,-0.1614643,-0.3925626,2.538267
16:11:25:0776, 00:00:02.1713796, ShoulderRight,0.3078248,0.08614609,2.850712
16:11:25:0786, 00:00:02.1723001, ElbowRight,0.3881273,-0.1114486,2.786605
16:11:25:0798, 00:00:02.1732724, WristRight,0.4008673,-0.2324088,2.614066
16:11:25:0806, 00:00:02.1743047, HandRight,0.3792779,-0.2685645,2.466837
16:11:25:0816, 00:00:02.1753989, HipLeft,0.03328219,-0.2865781,2.725145
16:11:25:0826, 00:00:02.1763523, KneeLeft,-0.000535706,-0.6897643,2.649887
16:11:25:0836, 00:00:02.1774213, AnkleLeft,-0.01583363,-0.9825564,2.575891
16:11:25:0846, 00:00:02.1784060, FootLeft,-0.01896949,-1.00855,2.476643
16:11:25:0856, 00:00:02.1793148, HipRight,0.1901061,-0.2895668,2.7286
16:11:25:0866, 00:00:02.1802656, KneeRight,0.1824526,-0.7148142,2.709517
16:11:25:0876, 00:00:02.1812756, AnkleRight,0.1710969,-1.036835,2.71322
16:11:25:0886, 00:00:02.1822196, FootRight,0.1678847,-1.089854,2.62539
16:11:25:1021, 00:00:02.1958963, HipCenter,0.1165398,-0.2150256,2.752133
16:11:25:1027, 00:00:02.1969328, Spine,0.1200648,-0.1612414,2.820314
16:11:25:1037, 00:00:02.1978922, ShoulderCenter,0.1380277,0.2089351,2.883102
16:11:25:1047, 00:00:02.1989479, Head,0.1394902,0.4099388,2.929827
16:11:25:1057, 00:00:02.1999077, ShoulderLeft,-0.03570756,0.07692994,2.850714
16:11:25:1067, 00:00:02.2009163, ElbowLeft,-0.1189304,-0.1551851,2.81642
16:11:25:1077, 00:00:02.2019384, WristLeft,-0.1601493,-0.3190172,2.629388
16:11:25:1087, 00:00:02.2028827, HandLeft,-0.1601667,-0.3916402,2.536094
16:11:25:1097, 00:00:02.2039014, ShoulderRight,0.3091876,0.08451766,2.852823
16:11:25:1107, 00:00:02.2051244, ElbowRight,0.3868399,-0.1210998,2.783846
16:11:25:1117, 00:00:02.2061216, WristRight,0.4024487,-0.2407801,2.610591
16:11:25:1127, 00:00:02.2071161, HandRight,0.3758606,-0.2785878,2.458269
16:11:25:1147, 00:00:02.2082206, HipLeft,0.03505579,-0.2865856,2.72578
16:11:25:1159, 00:00:02.2097853, KneeLeft,0.001058546,-0.6913446,2.64733
16:11:25:1171, 00:00:02.2107979, AnkleLeft,-0.01506622,-0.9819368,2.572751
16:11:25:1177, 00:00:02.2118125, FootLeft,-0.01833003,-1.007583,2.473405
16:11:25:1187, 00:00:02.2127568, HipRight,0.1910315,-0.2898418,2.729068
16:11:25:1197, 00:00:02.2138092, KneeRight,0.1833241,-0.7153622,2.709824
16:11:25:1207, 00:00:02.2147765, AnkleRight,0.1715213,-1.036765,2.713447
16:11:25:1217, 00:00:02.2157805, FootRight,0.1682227,-1.090008,2.625741
16:11:25:1351, 00:00:02.2290287, HipCenter,0.1185011,-0.2147175,2.753126
16:11:25:1357, 00:00:02.2301180, Spine,0.1216073,-0.1610612,2.821536
16:11:25:1367, 00:00:02.2311133, ShoulderCenter,0.1402436,0.2093868,2.885776
16:11:25:1377, 00:00:02.2321449, Head,0.1402521,0.4101377,2.929765
16:11:25:1397, 00:00:02.2332444, ShoulderLeft,-0.03457822,0.07687271,2.8516
16:11:25:1407, 00:00:02.2342729, ElbowLeft,-0.1176951,-0.1538419,2.813184
16:11:25:1417, 00:00:02.2354381, WristLeft,-0.159246,-0.3188863,2.62714
16:11:25:1427, 00:00:02.2364418, HandLeft,-0.1594493,-0.3907035,2.534697
16:11:25:1437, 00:00:02.2375126, ShoulderRight,0.3111298,0.08367962,2.857001
16:11:25:1447, 00:00:02.2384875, ElbowRight,0.4000108,-0.1433587,2.75508
16:11:25:1457, 00:00:02.2395236, WristRight,0.3984487,-0.2672524,2.584082
16:11:25:1467, 00:00:02.2405079, HandRight,0.3777761,-0.275048,2.482317
16:11:25:1478, 00:00:02.2415988, HipLeft,0.03690594,-0.2861075,2.725938
16:11:25:1488, 00:00:02.2425707, KneeLeft,0.001925038,-0.6917104,2.645083
16:11:25:1498, 00:00:02.2436018, AnkleLeft,-0.01522827,-0.9829696,2.569362
16:11:25:1508, 00:00:02.2445737, FootLeft,-0.01776115,-1.008324,2.469859
16:11:25:1518, 00:00:02.2456313, HipRight,0.1930181,-0.2897361,2.73041
16:11:25:1528, 00:00:02.2466519, KneeRight,0.1846843,-0.7155392,2.710147
16:11:25:1538, 00:00:02.2476208, AnkleRight,0.1724476,-1.036875,2.713869
16:11:25:1548, 00:00:02.2485734, FootRight,0.1699931,-1.090386,2.62623
16:11:25:1668, 00:00:02.2604227, HipCenter,0.1197118,-0.2152412,2.753557
16:11:25:1681, 00:00:02.2618734, Spine,0.1228507,-0.1617987,2.822121
16:11:25:1688, 00:00:02.2628547, ShoulderCenter,0.142647,0.2084655,2.887566
16:11:25:1698, 00:00:02.2638557, Head,0.1413563,0.4086958,2.92892
16:11:25:1713, 00:00:02.2649121, ShoulderLeft,-0.03363491,0.076613,2.851917
16:11:25:1718, 00:00:02.2659169, ElbowLeft,-0.1180331,-0.1535179,2.812086
16:11:25:1728, 00:00:02.2670606, WristLeft,-0.1590186,-0.3188765,2.626127
16:11:25:1738, 00:00:02.2680336, HandLeft,-0.1592747,-0.3905356,2.534749
16:11:25:1748, 00:00:02.2691146, ShoulderRight,0.3124095,0.08198702,2.858005
16:11:25:1758, 00:00:02.2701046, ElbowRight,0.398634,-0.155333,2.732073
16:11:25:1768, 00:00:02.2710607, WristRight,0.4053524,-0.2974725,2.577066
16:11:25:1778, 00:00:02.2720828, HandRight,0.3718656,-0.2824988,2.432305
16:11:25:1796, 00:00:02.2730471, HipLeft,0.03782348,-0.2862945,2.725876
16:11:25:1798, 00:00:02.2740402, KneeLeft,0.002858058,-0.692453,2.642495
16:11:25:1808, 00:00:02.2751759, AnkleLeft,-0.01599226,-0.9830838,2.566089
16:11:25:1828, 00:00:02.2765500, FootLeft,-0.01856201,-1.008179,2.46646
16:11:25:1839, 00:00:02.2775819, HipRight,0.1941829,-0.2905901,2.730985
16:11:25:1848, 00:00:02.2785938, KneeRight,0.1857998,-0.7160737,2.710201
16:11:25:1859, 00:00:02.2795680, AnkleRight,0.1726661,-1.036823,2.713749
16:11:25:1869, 00:00:02.2804987, FootRight,0.1702668,-1.09047,2.626121
16:11:25:2021, 00:00:02.2960989, HipCenter,0.1208115,-0.215189,2.753864
16:11:25:2029, 00:00:02.2972286, Spine,0.1241094,-0.1621577,2.822638
16:11:25:2049, 00:00:02.2988307, ShoulderCenter,0.147518,0.2075131,2.89088
16:11:25:2059, 00:00:02.2998788, Head,0.1425513,0.4079109,2.928974
16:11:25:2069, 00:00:02.3010089, ShoulderLeft,-0.03261163,0.07608595,2.852874
16:11:25:2079, 00:00:02.3022028, ElbowLeft,-0.116536,-0.1532587,2.811621
16:11:25:2089, 00:00:02.3032793, WristLeft,-0.1590047,-0.3188511,2.626131
16:11:25:2109, 00:00:02.3044162, HandLeft,-0.1591763,-0.3905299,2.535106
16:11:25:2119, 00:00:02.3055848, ShoulderRight,0.3150924,0.08117471,2.861061
16:11:25:2129, 00:00:02.3067236, ElbowRight,0.3981238,-0.1566217,2.732365
16:11:25:2139, 00:00:02.3078001, WristRight,0.4062468,-0.297792,2.576005
16:11:25:2149, 00:00:02.3089936, HandRight,0.3723893,-0.2824909,2.432582
16:11:25:2159, 00:00:02.3101743, HipLeft,0.03831418,-0.286302,2.725891
16:11:25:2169, 00:00:02.3112980, KneeLeft,0.002662076,-0.6925153,2.63864
16:11:25:2189, 00:00:02.3124515, AnkleLeft,-0.01539388,-0.9824926,2.56416
16:11:25:2199, 00:00:02.3135612, FootLeft,-0.01733307,-1.008046,2.464568
16:11:25:2209, 00:00:02.3148322, HipRight,0.1950533,-0.2906084,2.730938
16:11:25:2219, 00:00:02.3159800, KneeRight,0.1863877,-0.7166324,2.710298
16:11:25:2230, 00:00:02.3176750, AnkleRight,0.17274,-1.037016,2.713875
16:11:25:2260, 00:00:02.3203241, FootRight,0.1707393,-1.091091,2.626426
16:11:25:2390, 00:00:02.3324913, HipCenter,0.1216186,-0.2153631,2.753785
16:11:25:2400, 00:00:02.3337211, Spine,0.1251538,-0.1625379,2.822659
16:11:25:2410, 00:00:02.3352235, ShoulderCenter,0.1491826,0.2066695,2.891553
16:11:25:2430, 00:00:02.3365575, Head,0.1448001,0.4076444,2.931057
16:11:25:2440, 00:00:02.3375384, ShoulderLeft,-0.03100994,0.07576571,2.85373
16:11:25:2450, 00:00:02.3385398, ElbowLeft,-0.1165412,-0.1533383,2.811348
16:11:25:2450, 00:00:02.3395075, WristLeft,-0.1591735,-0.3202107,2.625488
16:11:25:2471, 00:00:02.3414535, HandLeft,-0.1590728,-0.3910083,2.535503
16:11:25:2490, 00:00:02.3431957, ShoulderRight,0.3160397,0.08088671,2.861482
16:11:25:2500, 00:00:02.3443870, ElbowRight,0.399255,-0.1585305,2.73566
16:11:25:2520, 00:00:02.3457659, WristRight,0.4043733,-0.2960376,2.575186
16:11:25:2530, 00:00:02.3467257, HandRight,0.3711682,-0.2836963,2.438267
16:11:25:2540, 00:00:02.3478649, HipLeft,0.0390247,-0.2863462,2.725683
16:11:25:2551, 00:00:02.3490713, KneeLeft,0.002977219,-0.6927508,2.636189
16:11:25:2560, 00:00:02.3504279, AnkleLeft,-0.01592581,-0.9828826,2.5606
16:11:25:2580, 00:00:02.3517970, FootLeft,-0.01813927,-1.008096,2.460868
16:11:25:2590, 00:00:02.3534191, HipRight,0.1956285,-0.2907977,2.730649
16:11:25:2611, 00:00:02.3545934, KneeRight,0.1865875,-0.7168851,2.710148
16:11:25:2621, 00:00:02.3557982, AnkleRight,0.1731029,-1.037101,2.713537
16:11:25:2631, 00:00:02.3569540, FootRight,0.1710094,-1.091239,2.626063
16:11:25:2721, 00:00:02.3660311, HipCenter,0.1223474,-0.2155869,2.753693
16:11:25:2741, 00:00:02.3677982, Spine,0.1259475,-0.1629771,2.822677
16:11:25:2751, 00:00:02.3692129, ShoulderCenter,0.1502495,0.2057614,2.892345
16:11:25:2761, 00:00:02.3706210, Head,0.1460176,0.4058834,2.931119
16:11:25:2781, 00:00:02.3723631, ShoulderLeft,-0.03003844,0.07542296,2.854033
16:11:25:2801, 00:00:02.3739142, ElbowLeft,-0.1163174,-0.1535316,2.811396
16:11:25:2812, 00:00:02.3755272, WristLeft,-0.1587326,-0.3231758,2.62656
16:11:25:2831, 00:00:02.3766415, HandLeft,-0.1590318,-0.3929938,2.539714
16:11:25:2841, 00:00:02.3776938, ShoulderRight,0.316647,0.0801012,2.861733
16:11:25:2851, 00:00:02.3786672, ElbowRight,0.4015633,-0.1600205,2.737985
16:11:25:2861, 00:00:02.3796508, WristRight,0.4037589,-0.2962126,2.575807
16:11:25:2871, 00:00:02.3808141, HandRight,0.3726417,-0.2838664,2.44337
16:11:25:2881, 00:00:02.3818430, HipLeft,0.039723,-0.2864557,2.725325
16:11:25:2891, 00:00:02.3827979, KneeLeft,0.003648185,-0.6924805,2.634531
16:11:25:2901, 00:00:02.3838174, AnkleLeft,-0.01606402,-0.9829718,2.55896
16:11:25:2911, 00:00:02.3848595, FootLeft,-0.01842302,-1.008178,2.459174
16:11:25:2921, 00:00:02.3858326, HipRight,0.1962271,-0.290966,2.73044
16:11:25:2931, 00:00:02.3868539, KneeRight,0.1872571,-0.7167894,2.709941
16:11:25:2941, 00:00:02.3877888, AnkleRight,0.1737522,-1.036149,2.71227
16:11:25:2951, 00:00:02.3888030, FootRight,0.1716715,-1.090015,2.624564
16:11:25:3022, 00:00:02.3965264, HipCenter,0.1231958,-0.2157113,2.753158
16:11:25:3032, 00:00:02.3975905, Spine,0.1268261,-0.163347,2.822249
16:11:25:3042, 00:00:02.3985401, ShoulderCenter,0.1513386,0.2045861,2.892353
16:11:25:3052, 00:00:02.3995210, Head,0.1517566,0.4023411,2.929737
16:11:25:3062, 00:00:02.4005499, ShoulderLeft,-0.02951143,0.07494049,2.854487
16:11:25:3082, 00:00:02.4016268, ElbowLeft,-0.1159982,-0.1547513,2.811797
16:11:25:3082, 00:00:02.4025881, WristLeft,-0.1592969,-0.329806,2.631359
16:11:25:3092, 00:00:02.4036000, HandLeft,-0.1585083,-0.3942068,2.556663
16:11:25:3102, 00:00:02.4046082, ShoulderRight,0.3173107,0.07936566,2.862073
16:11:25:3112, 00:00:02.4056137, ElbowRight,0.4035258,-0.1611542,2.739375
16:11:25:3122, 00:00:02.4066388, WristRight,0.4036866,-0.2985702,2.577919
16:11:25:3132, 00:00:02.4076088, HandRight,0.3735714,-0.283713,2.448783
16:11:25:3152, 00:00:02.4088832, HipLeft,0.04051261,-0.2863468,2.724611
16:11:25:3162, 00:00:02.4103878, KneeLeft,0.004334063,-0.6923373,2.632517
16:11:25:3172, 00:00:02.4113873, AnkleLeft,-0.01611291,-0.9826246,2.557287
16:11:25:3182, 00:00:02.4124098, FootLeft,-0.01864897,-1.007894,2.45747
16:11:25:3192, 00:00:02.4134866, HipRight,0.1971458,-0.2913567,2.729415
16:11:25:3202, 00:00:02.4144902, KneeRight,0.1880828,-0.7170127,2.709349
16:11:25:3212, 00:00:02.4154999, AnkleRight,0.174159,-1.035935,2.711863
16:11:25:3222, 00:00:02.4164725, FootRight,0.1719283,-1.090023,2.62424
16:11:25:3333, 00:00:02.4273733, HipCenter,0.1241459,-0.2160618,2.752445
16:11:25:3342, 00:00:02.4284188, Spine,0.12752,-0.1638186,2.821628
16:11:25:3352, 00:00:02.4294764, ShoulderCenter,0.1516013,0.2038381,2.891898
16:11:25:3363, 00:00:02.4304400, Head,0.152985,0.4015904,2.929431
16:11:25:3373, 00:00:02.4314097, ShoulderLeft,-0.02823973,0.07430343,2.854139
16:11:25:3383, 00:00:02.4324246, ElbowLeft,-0.1157365,-0.1571402,2.813387
16:11:25:3393, 00:00:02.4334713, WristLeft,-0.1601307,-0.3361903,2.63462
16:11:25:3403, 00:00:02.4344016, HandLeft,-0.1602291,-0.4017,2.560899
16:11:25:3413, 00:00:02.4354109, ShoulderRight,0.3188248,0.07827204,2.862554
16:11:25:3423, 00:00:02.4364281, ElbowRight,0.4152123,-0.1514296,2.767509
16:11:25:3433, 00:00:02.4374215, WristRight,0.3952016,-0.2755601,2.595738
16:11:25:3443, 00:00:02.4384784, HandRight,0.3811426,-0.2759577,2.504174
16:11:25:3453, 00:00:02.4394725, HipLeft,0.04146925,-0.2866529,2.723816
16:11:25:3463, 00:00:02.4405909, KneeLeft,0.004650525,-0.6922137,2.629082
16:11:25:3473, 00:00:02.4417029, AnkleLeft,-0.0161897,-0.9819666,2.554747
16:11:25:3483, 00:00:02.4426861, FootLeft,-0.01857874,-1.007482,2.454938
16:11:25:3493, 00:00:02.4437030, HipRight,0.1983164,-0.2918382,2.72831
16:11:25:3503, 00:00:02.4446805, KneeRight,0.1893038,-0.7172082,2.708726
16:11:25:3523, 00:00:02.4457234, AnkleRight,0.1745111,-1.035901,2.711177
16:11:25:3523, 00:00:02.4467228, FootRight,0.1723023,-1.090043,2.623529
16:11:25:3714, 00:00:02.4653199, HipCenter,0.124845,-0.215643,2.75184
16:11:25:3723, 00:00:02.4664462, Spine,0.1282533,-0.163416,2.821103
16:11:25:3733, 00:00:02.4675170, ShoulderCenter,0.1525404,0.2044492,2.89161
16:11:25:3743, 00:00:02.4686875, Head,0.1556755,0.4042026,2.930176
16:11:25:3763, 00:00:02.4698603, ShoulderLeft,-0.02598855,0.0747707,2.854626
16:11:25:3773, 00:00:02.4709987, ElbowLeft,-0.11541,-0.1580793,2.814409
16:11:25:3783, 00:00:02.4721681, WristLeft,-0.1565144,-0.3456903,2.641056
16:11:25:3793, 00:00:02.4733873, HandLeft,-0.1578072,-0.4091966,2.565622
16:11:25:3804, 00:00:02.4746099, ShoulderRight,0.3203474,0.0786299,2.863172
16:11:25:3824, 00:00:02.4764136, ElbowRight,0.4155268,-0.1509628,2.767565
16:11:25:3834, 00:00:02.4776539, WristRight,0.395385,-0.2790036,2.598741
16:11:25:3844, 00:00:02.4788044, HandRight,0.3811126,-0.2759206,2.503902
16:11:25:3864, 00:00:02.4799455, HipLeft,0.04226325,-0.2860425,2.72303
16:11:25:3874, 00:00:02.4810469, KneeLeft,0.005466148,-0.6918579,2.62624
16:11:25:3884, 00:00:02.4822646, AnkleLeft,-0.01604101,-0.981369,2.553077
16:11:25:3895, 00:00:02.4834060, FootLeft,-0.01854933,-1.007215,2.45331
16:11:25:3904, 00:00:02.4844738, HipRight,0.1987611,-0.2914533,2.727704
16:11:25:3914, 00:00:02.4856318, KneeRight,0.190115,-0.7176676,2.70825
16:11:25:3934, 00:00:02.4869670, AnkleRight,0.1746972,-1.035977,2.71049
16:11:25:3944, 00:00:02.4881352, FootRight,0.1723582,-1.090086,2.622771
16:11:25:4034, 00:00:02.4971035, HipCenter,0.1260372,-0.216072,2.750686
16:11:25:4044, 00:00:02.4982317, Spine,0.1293036,-0.1639642,2.820162
16:11:25:4054, 00:00:02.4992387, ShoulderCenter,0.1530439,0.2040529,2.891443
16:11:25:4064, 00:00:02.5003171, Head,0.1593415,0.4015616,2.929385
16:11:25:4074, 00:00:02.5014963, ShoulderLeft,-0.02473925,0.07449789,2.854043
16:11:25:4084, 00:00:02.5024841, ElbowLeft,-0.1148372,-0.1625615,2.816289
16:11:25:4094, 00:00:02.5035224, WristLeft,-0.1574015,-0.351483,2.643316
16:11:25:4104, 00:00:02.5046238, HandLeft,-0.1591911,-0.4189906,2.57146
16:11:25:4114, 00:00:02.5056606, ShoulderRight,0.3214213,0.0773925,2.862472
16:11:25:4124, 00:00:02.5067133, ElbowRight,0.4141867,-0.1490905,2.772917
16:11:25:4134, 00:00:02.5077551, WristRight,0.3981543,-0.275926,2.602412
16:11:25:4144, 00:00:02.5087965, HandRight,0.3811717,-0.2758864,2.503952
16:11:25:4154, 00:00:02.5097933, HipLeft,0.04371221,-0.2862644,2.721329
16:11:25:4164, 00:00:02.5108275, KneeLeft,0.005825073,-0.6919554,2.623027
16:11:25:4174, 00:00:02.5117544, AnkleLeft,-0.01604465,-0.9808511,2.551203
16:11:25:4185, 00:00:02.5127966, FootLeft,-0.01861891,-1.007051,2.451482
16:11:25:4195, 00:00:02.5138338, HipRight,0.1998083,-0.2918778,2.726556
16:11:25:4205, 00:00:02.5148491, KneeRight,0.1906207,-0.7178843,2.707591
16:11:25:4215, 00:00:02.5157776, AnkleRight,0.1749773,-1.035793,2.710112
16:11:25:4225, 00:00:02.5167895, FootRight,0.1726095,-1.090181,2.622513
16:11:25:4345, 00:00:02.5286150, HipCenter,0.1266189,-0.2152092,2.749572
16:11:25:4355, 00:00:02.5296374, Spine,0.1299583,-0.1633563,2.819139
16:11:25:4365, 00:00:02.5306071, ShoulderCenter,0.1538467,0.2041072,2.890712
16:11:25:4375, 00:00:02.5316469, Head,0.1594856,0.4020809,2.929403
16:11:25:4385, 00:00:02.5325962, ShoulderLeft,-0.02431527,0.07458475,2.854175
16:11:25:4395, 00:00:02.5338090, ElbowLeft,-0.1132275,-0.1648417,2.816467
16:11:25:4405, 00:00:02.5348009, WristLeft,-0.1577066,-0.3555796,2.649049
16:11:25:4415, 00:00:02.5358011, HandLeft,-0.1588675,-0.4255944,2.579629
16:11:25:4425, 00:00:02.5368655, ShoulderRight,0.322212,0.07720862,2.862423
16:11:25:4435, 00:00:02.5379069, ElbowRight,0.4144502,-0.1492495,2.772871
16:11:25:4445, 00:00:02.5388765, WristRight,0.3995501,-0.2770608,2.602832
16:11:25:4455, 00:00:02.5398714, HandRight,0.3811294,-0.2759064,2.503954
16:11:25:4465, 00:00:02.5408169, HipLeft,0.04415776,-0.2853195,2.720189
16:11:25:4485, 00:00:02.5420697, KneeLeft,0.006881059,-0.6923125,2.620472
16:11:25:4495, 00:00:02.5433655, AnkleLeft,-0.01631607,-0.9798227,2.549057
16:11:25:4505, 00:00:02.5443865, FootLeft,-0.01922605,-1.006055,2.449307
16:11:25:4515, 00:00:02.5453969, HipRight,0.2002546,-0.2911124,2.725117
16:11:25:4525, 00:00:02.5463356, KneeRight,0.1911198,-0.7181587,2.707058
16:11:25:4535, 00:00:02.5473464, AnkleRight,0.1751219,-1.035434,2.709658
16:11:25:4545, 00:00:02.5483496, FootRight,0.1726031,-1.08998,2.622108
16:11:25:4736, 00:00:02.5675383, HipCenter,0.1269558,-0.2144728,2.748582
16:11:25:4746, 00:00:02.5690947, Spine,0.1302933,-0.1630028,2.818372
16:11:25:4766, 00:00:02.5706560, ShoulderCenter,0.1544599,0.2038821,2.890631
16:11:25:4776, 00:00:02.5721474, Head,0.1611698,0.4012229,2.928644
16:11:25:4796, 00:00:02.5739342, ShoulderLeft,-0.02409232,0.07457361,2.854072
16:11:25:4846, 00:00:02.5788363, ElbowLeft,-0.1126039,-0.166866,2.817517
16:11:25:4896, 00:00:02.5840635, WristLeft,-0.1572939,-0.3585097,2.657911
16:11:25:4916, 00:00:02.5858465, HandLeft,-0.1592502,-0.4273481,2.587349
16:11:25:4937, 00:00:02.5881214, ShoulderRight,0.3229185,0.07746176,2.862815
16:11:25:4957, 00:00:02.5905458, ElbowRight,0.4150191,-0.1495957,2.772052
16:11:25:5022, 00:00:02.5958278, WristRight,0.3980221,-0.2786087,2.602982
16:11:25:5037, 00:00:02.5976421, HandRight,0.3801572,-0.2759606,2.502043
16:11:25:5047, 00:00:02.5987850, HipLeft,0.04423987,-0.284778,2.719519
16:11:25:5057, 00:00:02.5999235, KneeLeft,0.007487179,-0.6923095,2.617582
16:11:25:5067, 00:00:02.6009916, AnkleLeft,-0.01709365,-0.9796333,2.547065
16:11:25:5087, 00:00:02.6021678, FootLeft,-0.02023832,-1.006098,2.447339
16:11:25:5097, 00:00:02.6032284, HipRight,0.2006368,-0.2899102,2.722731
16:11:25:5107, 00:00:02.6042800, KneeRight,0.1916162,-0.7182095,2.706316
16:11:25:5117, 00:00:02.6053799, AnkleRight,0.1754,-1.035086,2.708595
16:11:25:5127, 00:00:02.6064447, FootRight,0.172902,-1.089676,2.62102
16:11:25:5147, 00:00:02.6085508, HipCenter,0.1274865,-0.2141566,2.747038
16:11:25:5157, 00:00:02.6097568, Spine,0.130732,-0.1627297,2.816907
16:11:25:5167, 00:00:02.6109333, ShoulderCenter,0.1550399,0.204212,2.889802
16:11:25:5177, 00:00:02.6119592, Head,0.1632633,0.4009584,2.928086
16:11:25:5187, 00:00:02.6129991, ShoulderLeft,-0.02257509,0.07448776,2.852895
16:11:25:5197, 00:00:02.6141367, ElbowLeft,-0.1114079,-0.1689165,2.81736
16:11:25:5207, 00:00:02.6151483, WristLeft,-0.157307,-0.3648005,2.656403
16:11:25:5217, 00:00:02.6162127, HandLeft,-0.1595439,-0.4353845,2.587605
16:11:25:5237, 00:00:02.6173435, ShoulderRight,0.3237153,0.07753922,2.862688
16:11:25:5247, 00:00:02.6183823, ElbowRight,0.4147476,-0.1518848,2.765536
16:11:25:5257, 00:00:02.6193500, WristRight,0.3982603,-0.2848021,2.599474
16:11:25:5267, 00:00:02.6204031, HandRight,0.3806989,-0.2735576,2.491826
16:11:25:5277, 00:00:02.6218122, HipLeft,0.04485094,-0.2841971,2.71783
16:11:25:5287, 00:00:02.6233033, KneeLeft,0.007579003,-0.6920759,2.61568
16:11:25:5307, 00:00:02.6253241, AnkleLeft,-0.01723522,-0.9790151,2.54589
16:11:25:5338, 00:00:02.6277335, FootLeft,-0.02020488,-1.0057,2.446173
16:11:25:5348, 00:00:02.6291645, HipRight,0.2009498,-0.289736,2.72127
16:11:25:5368, 00:00:02.6302916, KneeRight,0.1918414,-0.7185494,2.705344
16:11:25:5378, 00:00:02.6312937, AnkleRight,0.1759695,-1.034166,2.707484
16:11:25:5388, 00:00:02.6323339, FootRight,0.1738163,-1.088871,2.619922
16:11:25:5398, 00:00:02.6339715, HipCenter,0.128274,-0.2134784,2.745393
16:11:25:5408, 00:00:02.6349622, Spine,0.1315361,-0.1620713,2.815295
16:11:25:5418, 00:00:02.6359239, ShoulderCenter,0.1565222,0.2048762,2.888528
16:11:25:5428, 00:00:02.6369253, Head,0.164816,0.403058,2.927804
16:11:25:5438, 00:00:02.6379644, ShoulderLeft,-0.02205021,0.07476659,2.851847
16:11:25:5448, 00:00:02.6389540, ElbowLeft,-0.1095339,-0.1713528,2.817937
16:11:25:5458, 00:00:02.6399996, WristLeft,-0.157419,-0.3687878,2.655008
16:11:25:5468, 00:00:02.6410160, HandLeft,-0.1591258,-0.4397072,2.591196
16:11:25:5478, 00:00:02.6420623, ShoulderRight,0.3249168,0.07767248,2.862479
16:11:25:5488, 00:00:02.6431490, ElbowRight,0.4146931,-0.151477,2.766975
16:11:25:5498, 00:00:02.6441964, WristRight,0.395843,-0.2875347,2.603724
16:11:25:5508, 00:00:02.6451426, HandRight,0.3811989,-0.2720029,2.4929
16:11:25:5518, 00:00:02.6461269, HipLeft,0.0453345,-0.2837225,2.716184
16:11:25:5528, 00:00:02.6471411, KneeLeft,0.007847592,-0.6915804,2.613343
16:11:25:5538, 00:00:02.6480681, AnkleLeft,-0.01720475,-0.9788957,2.544657
16:11:25:5548, 00:00:02.6490608, FootLeft,-0.02002823,-1.005961,2.444993
16:11:25:5558, 00:00:02.6500602, HipRight,0.2017003,-0.2891795,2.719474
16:11:25:5568, 00:00:02.6510196, KneeRight,0.1926973,-0.7182342,2.703959
16:11:25:5578, 00:00:02.6520059, AnkleRight,0.1764307,-1.032032,2.704734
16:11:25:5588, 00:00:02.6529959, FootRight,0.1744002,-1.086262,2.616823
16:11:25:5700, 00:00:02.6638646, HipCenter,0.1286418,-0.2131483,2.743511
16:11:25:5709, 00:00:02.6652828, Spine,0.1319636,-0.1618156,2.813691
16:11:25:5719, 00:00:02.6662486, ShoulderCenter,0.157728,0.2055061,2.888024
16:11:25:5729, 00:00:02.6673074, Head,0.1656995,0.4031587,2.92623
